"allid","name","mn_pos_jp_fin","mn0_pos_jp_fin"
44015003,"井上 喜一","防災担当大臣","総務大臣"
44015004,"井上 喜一","防災担当大臣","法務大臣"
44015005,"井上 喜一","防災担当大臣","外務大臣"
44015007,"井上 喜一","防災担当大臣","文部科学大臣"
44015008,"井上 喜一","防災担当大臣","厚生労働大臣"
44015011,"井上 喜一","防災担当大臣","国土交通大臣"
44015012,"井上 喜一","防災担当大臣","環境大臣"
44015013,"井上 喜一","防災担当大臣","防衛大臣（防衛庁長官）"
44015014,"井上 喜一","防災担当大臣","国家公安委員会委員長"
44015016,"井上 喜一","防災担当大臣","行政改革担当大臣（行政刷新担当大臣）"
44015017,"井上 喜一","防災担当大臣","沖縄及び北方対策担当大臣"
44015019,"井上 喜一","防災担当大臣","経済財政政策担当大臣"
44015020,"井上 喜一","防災担当大臣","科学技術政策担当大臣"
44015021,"井上 喜一","防災担当大臣","規制改革担当大臣"
44015022,"井上 喜一","防災担当大臣","男女共同参画担当大臣"
44015024,"井上 喜一","防災担当大臣","消費者及び食品安全担当大臣（食品安全担当大臣）"
44015028,"井上 喜一","防災担当大臣","少子化対策担当大臣"
44015029,"井上 喜一","防災担当大臣","デジタル大臣（情報通信技術（IT）政策担当大臣）"
44015039,"井上 喜一","防災担当大臣","国家公務員制度担当大臣（公務員制度改革担当大臣）"
44015040,"井上 喜一","防災担当大臣","地方創生担当大臣（地方分権改革／地域主権推進担当大臣）"
44015043,"井上 喜一","防災担当大臣","海洋政策担当大臣"
44015044,"井上 喜一","防災担当大臣","拉致問題担当大臣"
44015045,"井上 喜一","防災担当大臣","再チャレンジ担当大臣"
44015048,"井上 喜一","防災担当大臣","宇宙政策担当大臣（宇宙開発担当大臣）"
44015061,"井上 喜一","防災担当大臣","原子力防災担当大臣"
44015062,"井上 喜一","防災担当大臣","女性活躍担当大臣（女性活力・子育て支援担当大臣）"
44015066,"井上 喜一","防災担当大臣","東京オリンピック・パラリンピック担当大臣"
44015071,"井上 喜一","防災担当大臣","国土強靱化担当大臣"
44015072,"井上 喜一","防災担当大臣","クールジャパン戦略担当大臣"
44015076,"井上 喜一","防災担当大臣","知的財産戦略担当大臣"
44015079,"井上 喜一","防災担当大臣","マイナンバー制度担当大臣"
44015082,"井上 喜一","防災担当大臣","こども政策担当大臣"
44015083,"井上 喜一","防災担当大臣","孤独・孤立対策担当大臣"
44015086,"井上 喜一","防災担当大臣","経済安全保障担当大臣"
